#direction: backward
# Easyport translation rules — NeoForge 1.21.1 -> Forge 1.20.1
#
# The mirror of forward.rules.tsv, and the same format: kind <TAB> from <TAB> to. See that file
# for what each rule kind means; nothing here re-explains them.
#
# Read this first, because the direction is not symmetric in the way it looks.
#
# NAMING. A NeoForge 1.21.1 mod is compiled against *official* Mojang names. A Forge 1.20.1 mod
# is compiled against *SRG* names, and that is what the 1.20.1 runtime resolves. So the backward
# direction has to remap official -> SRG, which is mappings/srg2official.tsv read the other way
# round. Analysis is done against a vanilla+Forge jar remapped to official names, so both sides
# of every comparison speak the same language; only the emitted bytecode is SRG.
#
# DIRECTION OF LOSS. Forward, the hard cases are things 1.21 *added* that a 1.20.1 mod cannot
# know about, and the fallback is usually an inert placeholder. Backward, the hard cases are
# things 1.21 added that a 1.20.1 *game* cannot represent at all -- data components, data-driven
# enchantments, the whole 1.21.1-only datapack tree. There is no 1.20.1 shape for some of it, and
# a rule that invents one is worse than a rule that is missing. Expect REMOVED to carry more
# weight here than it does forward.


# --- Common tags: c: -> forge: ------------------------------------------------------------
#
# Mined from the two platform jars -- neoforge-21.1.248.jar against
# forge-1.20.1-47.4.22-universal.jar -- for the same reason the forward set is: a data/c/tags/
# file in some mod proves only that a mod author invented that name.
#
# THE DEFAULT IS NOT SYMMETRIC, and this is the single most important fact about translating
# tags backward. Forward, a forge: tag with no rule is swapped to c: and is almost always right,
# because 1.21 kept the names. Backward, of NeoForge's 348 common tag paths only 139 have a
# 1.20.1 counterpart -- 36 more are renames, and 173 do not exist in Forge 1.20.1 at all. So the
# plain swap is wrong about half the time, and TAG_GONE carries most of the weight below rather
# than being a footnote.
#
# A TAG_GONE tag is still swapped to forge:, so a mod that both defines and uses its own copy
# keeps agreeing with itself. What it loses is agreement with everything else -- and backward
# that is a real loss, because nothing in 1.20.1 populates c:foods/fruit or c:tools/mace.

COMMON_TAG	c:bricks/nether	forge:ingots/nether_brick
COMMON_TAG	c:bricks/normal	forge:ingots/brick
COMMON_TAG	c:cobblestones	forge:cobblestone
COMMON_TAG	c:cobblestones/deepslate	forge:cobblestone/deepslate
COMMON_TAG	c:cobblestones/infested	forge:cobblestone/infested
COMMON_TAG	c:cobblestones/mossy	forge:cobblestone/mossy
COMMON_TAG	c:cobblestones/normal	forge:cobblestone/normal
COMMON_TAG	c:glass_blocks	forge:glass
COMMON_TAG	c:glass_blocks/cheap	forge:glass/silica
COMMON_TAG	c:glass_blocks/colorless	forge:glass/colorless
COMMON_TAG	c:glass_blocks/tinted	forge:glass/tinted
COMMON_TAG	c:gravels	forge:gravel
COMMON_TAG	c:gunpowders	forge:gunpowder
COMMON_TAG	c:is_aquatic	forge:is_water
COMMON_TAG	c:is_dense_vegetation	forge:is_dense
COMMON_TAG	c:is_dense_vegetation/overworld	forge:is_dense/overworld
COMMON_TAG	c:is_mountain/peak	forge:is_peak
COMMON_TAG	c:is_mountain/slope	forge:is_slope
COMMON_TAG	c:is_sparse_vegetation	forge:is_sparse
COMMON_TAG	c:is_sparse_vegetation/overworld	forge:is_sparse/overworld
COMMON_TAG	c:is_tree/coniferous	forge:is_coniferous
COMMON_TAG	c:leathers	forge:leather
COMMON_TAG	c:netherracks	forge:netherrack
COMMON_TAG	c:obsidians	forge:obsidian
COMMON_TAG	c:sands	forge:sand
COMMON_TAG	c:sands/colorless	forge:sand/colorless
COMMON_TAG	c:sands/red	forge:sand/red
COMMON_TAG	c:sandstone/blocks	forge:sandstone
COMMON_TAG	c:stones	forge:stone
COMMON_TAG	c:strings	forge:string
COMMON_TAG	c:tools/bow	forge:tools/bows
COMMON_TAG	c:tools/crossbow	forge:tools/crossbows
COMMON_TAG	c:tools/fishing_rod	forge:tools/fishing_rods
COMMON_TAG	c:tools/shear	forge:shears
COMMON_TAG	c:tools/shield	forge:tools/shields
COMMON_TAG	c:tools/spear	forge:tools/tridents

# No 1.20.1 counterpart. Swapped anyway; nothing else will contribute to them.
TAG_GONE	c:animal_foods
TAG_GONE	c:beetroot_soup
TAG_GONE	c:boats
TAG_GONE	c:bricks
TAG_GONE	c:buckets
TAG_GONE	c:buckets/empty
TAG_GONE	c:buckets/entity_water
TAG_GONE	c:buckets/lava
TAG_GONE	c:buckets/milk
TAG_GONE	c:buckets/powder_snow
TAG_GONE	c:buckets/water
TAG_GONE	c:budding_blocks
TAG_GONE	c:buds
TAG_GONE	c:capturing_not_supported
TAG_GONE	c:chains
TAG_GONE	c:clusters
TAG_GONE	c:concrete_powders
TAG_GONE	c:concretes
TAG_GONE	c:crops/cactus
TAG_GONE	c:crops/cocoa_bean
TAG_GONE	c:crops/melon
TAG_GONE	c:crops/pumpkin
TAG_GONE	c:crops/sugar_cane
TAG_GONE	c:drinks
TAG_GONE	c:drinks/honey
TAG_GONE	c:drinks/juice
TAG_GONE	c:drinks/magic
TAG_GONE	c:drinks/milk
TAG_GONE	c:drinks/ominous
TAG_GONE	c:drinks/water
TAG_GONE	c:drinks/watery
TAG_GONE	c:dyed
TAG_GONE	c:dyed/black
TAG_GONE	c:dyed/blue
TAG_GONE	c:dyed/brown
TAG_GONE	c:dyed/cyan
TAG_GONE	c:dyed/gray
TAG_GONE	c:dyed/green
TAG_GONE	c:dyed/light_blue
TAG_GONE	c:dyed/light_gray
TAG_GONE	c:dyed/lime
TAG_GONE	c:dyed/magenta
TAG_GONE	c:dyed/orange
TAG_GONE	c:dyed/pink
TAG_GONE	c:dyed/purple
TAG_GONE	c:dyed/red
TAG_GONE	c:dyed/white
TAG_GONE	c:dyed/yellow
TAG_GONE	c:enchantables
TAG_GONE	c:entity_auxiliary_movement_enhancements
TAG_GONE	c:entity_defense_enhancements
TAG_GONE	c:entity_speed_enhancements
TAG_GONE	c:experience
TAG_GONE	c:fertilizers
TAG_GONE	c:foods
TAG_GONE	c:foods/berry
TAG_GONE	c:foods/bread
TAG_GONE	c:foods/candy
TAG_GONE	c:foods/cooked_fish
TAG_GONE	c:foods/cooked_meat
TAG_GONE	c:foods/cookie
TAG_GONE	c:foods/dough
TAG_GONE	c:foods/edible_when_placed
TAG_GONE	c:foods/food_poisoning
TAG_GONE	c:foods/fruit
TAG_GONE	c:foods/golden
TAG_GONE	c:foods/pie
TAG_GONE	c:foods/raw_fish
TAG_GONE	c:foods/raw_meat
TAG_GONE	c:foods/soup
TAG_GONE	c:foods/vegetable
TAG_GONE	c:gaseous
TAG_GONE	c:glazed_terracottas
TAG_GONE	c:hidden_from_displayers
TAG_GONE	c:hidden_from_locator_selection
TAG_GONE	c:hidden_from_recipe_viewers
TAG_GONE	c:honey
TAG_GONE	c:increase_block_drops
TAG_GONE	c:increase_entity_drops
TAG_GONE	c:is_aquatic_icy
TAG_GONE	c:is_badlands
TAG_GONE	c:is_beach
TAG_GONE	c:is_birch_forest
TAG_GONE	c:is_cold/nether
TAG_GONE	c:is_dead
TAG_GONE	c:is_deep_ocean
TAG_GONE	c:is_dense_vegetation/end
TAG_GONE	c:is_dense_vegetation/nether
TAG_GONE	c:is_end
TAG_GONE	c:is_floral
TAG_GONE	c:is_flower_forest
TAG_GONE	c:is_forest
TAG_GONE	c:is_hill
TAG_GONE	c:is_hot/end
TAG_GONE	c:is_icy
TAG_GONE	c:is_jungle
TAG_GONE	c:is_magical
TAG_GONE	c:is_modified
TAG_GONE	c:is_nether
TAG_GONE	c:is_nether_forest
TAG_GONE	c:is_ocean
TAG_GONE	c:is_old_growth
TAG_GONE	c:is_outer_end_island
TAG_GONE	c:is_overworld
TAG_GONE	c:is_river
TAG_GONE	c:is_savanna
TAG_GONE	c:is_shallow_ocean
TAG_GONE	c:is_snowy_plains
TAG_GONE	c:is_sparse_vegetation/end
TAG_GONE	c:is_sparse_vegetation/nether
TAG_GONE	c:is_stony_shores
TAG_GONE	c:is_taiga
TAG_GONE	c:is_temperate
TAG_GONE	c:is_temperate/end
